13:29:20.024 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=510, name=, lastname=, dni=]
13:29:20.055 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=560, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=561, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=562, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=563, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=564, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=565, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=566, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=567, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=568, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=569, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=570, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=571, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=572, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=573, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=574, name=, lastname=, dni=]
13:29:20.056 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=575, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=576, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=577, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=578, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=579, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=580, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=581, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=582, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=583, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=584, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=585, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=586, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=587, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=588, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=589, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=590, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=591, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=592, name=, lastname=, dni=]
13:29:20.057 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=593, name=, lastname=, dni=]
13:29:20.058 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=594, name=, lastname=, dni=]
13:29:20.058 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=595, name=, lastname=, dni=]
13:29:20.058 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=596, name=, lastname=, dni=]
13:29:20.058 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=597, name=, lastname=, dni=]
13:29:20.058 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=598, name=, lastname=, dni=]
13:29:20.058 [main] DEBUG com.nttdata.logback.MainApp - [main] - Persona[id=599, name=, lastname=, dni=]
13:29:20.058 [main] INFO  com.nttdata.logback.MainApp - [main] - Fin del método
